Drug_ID,smiles,value,source,dataset,smiles,value,smiles.3,value.3,smiles.2,value.2,smiles.1,value.1,assay_type,smiles.4,molecule_chembl_id,standard_type,standard_units,value.4,type,units,query_label,query_standard_type,units_hint,smiles,value
GHRP-6,,,vdss_lombardo,TDC,CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)Cc1c[nH]cn1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(N)=O,0.42,,,,,,,,,,,,,,,,,,,
Ginkgolide A,,,vdss_lombardo,TDC,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,0.62,,,,,,,,,,,,,,,,,,,
Ginkgolide B,,,vdss_lombardo,TDC,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,0.91,,,,,,,,,,,,,,,,,,,
Ginsenoside RD,,,vdss_lombardo,TDC,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0.11,,,,,,,,,,,,,,,,,,,
Gisadenafil,,,vdss_lombardo,TDC,CCOc1ncc(S(=O)(=O)N2CC[NH+](CC)CC2)cc1-c1nc(=O)c2nn(CCOC)c(CC)c2[n-]1,2.4,,,,,,,,,,,,,,,,,,,
Gliclazide,,,vdss_lombardo,TDC,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1,0.43,,,,,,,,,,,,,,,,,,,
Glimepiride,,,vdss_lombardo,TDC,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCC(C)CC3)cc2)C1=O,0.19,,,,,,,,,,,,,,,,,,,
Glipizide,,,vdss_lombardo,TDC,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)[N-]C(=O)NC3CCCCC3)cc2)cn1,0.16,,,,,,,,,,,,,,,,,,,
Gludopa,,,vdss_lombardo,TDC,[NH3+]C(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)[O-])C(=O)[O-],0.21,,,,,,,,,,,,,,,,,,,
Glufosfamide,,,vdss_lombardo,TDC,O=P(NCCCl)(NCCCl)OC1OC(CO)C(O)C(O)C1O,0.24,,,,,,,,,,,,,,,,,,,
Glyburide,,,vdss_lombardo,TDC,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,0.08,,,,,,,,,,,,,,,,,,,
Glycopyrrolate bromide,,,vdss_lombardo,TDC,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0.37,,,,,,,,,,,,,,,,,,,
Glycyrrhizin,,,vdss_lombardo,TDC,CC1(C)[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C,0.06,,,,,,,,,,,,,,,,,,,
Granisetron,,,vdss_lombardo,TDC,Cn1nc(C(=O)NC2CC3CCCC(C2)[NH+]3C)c2ccccc21,3.7,,,,,,,,,,,,,,,,,,,
GSK1322322,,,vdss_lombardo,TDC,Cc1nc(N2CCN3CCOCC3C2)c(F)c(NNC(=O)C(CC2CCCC2)CN(O)C=O)[nH+]1,0.75,,,,,,,,,,,,,,,,,,,
GSK2239633,,,vdss_lombardo,TDC,COc1cccc2c1c([N-]S(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,1.65,,,,,,,,,,,,,,,,,,,
GSK2251052,,,vdss_lombardo,TDC,[NH3+]CC1OB(O)c2c(OCCCO)cccc21,2.37,,,,,,,,,,,,,,,,,,,
GSK269984A,,,vdss_lombardo,TDC,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1,0.77,,,,,,,,,,,,,,,,,,,
GSK461364,,,vdss_lombardo,TDC,CC(Oc1cc(-n2cnc3ccc(CN4CC[NH+](C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,12.0,,,,,,,,,,,,,,,,,,,
Guanfacine,,,vdss_lombardo,TDC,NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl,5.6,,,,,,,,,,,,,,,,,,,
Haloperidol,,,vdss_lombardo,TDC,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,17.0,,,,,,,,,,,,,,,,,,,
Heroin,,,vdss_lombardo,TDC,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)[NH+](C)CCC341,1.31,,,,,,,,,,,,,,,,,,,
Homoharringtonine,,,vdss_lombardo,TDC,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCC[NH+]2CCc2cc4c(cc2C13)OCO4,1.8,,,,,,,,,,,,,,,,,,,
Hydralazine,,,vdss_lombardo,TDC,N[NH+]=c1[nH]ncc2ccccc12,1.5,,,,,,,,,,,,,,,,,,,
Hydrocortisone,,,vdss_lombardo,TDC,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0.38,,,,,,,,,,,,,,,,,,,
Hydromorphone,,,vdss_lombardo,TDC,C[NH+]1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,4.3,,,,,,,,,,,,,,,,,,,
Hydroxychloroquine,,,vdss_lombardo,TDC,CC[NH+](CCO)CCCC(C)Nc1cc[nH+]c2cc(Cl)ccc12,700.0,,,,,,,,,,,,,,,,,,,
"Hydroxycotinine, 3'-",,,vdss_lombardo,TDC,CN1C(=O)C([O-])CC1c1cccnc1,0.85,,,,,,,,,,,,,,,,,,,
"Hydroxydihydroquinidine, 3(S)-",,,vdss_lombardo,TDC,CCC1(O)C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,6.8,,,,,,,,,,,,,,,,,,,
"Hydroxyimipramine, 2-",,,vdss_lombardo,TDC,C[NH+](C)CCCN1c2ccccc2CCc2cc(O)ccc21,6.6,,,,,,,,,,,,,,,,,,,
Hydroxymidazolam,,,vdss_lombardo,TDC,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0.77,,,,,,,,,,,,,,,,,,,
Hydroxysafflor yellow A,,,vdss_lombardo,TDC,O=C1C(C2OC(CO)C(O)C(O)C2O)=C([O-])/C(=C([O-])/C=C/c2ccc(O)cc2)C(=O)C1(O)C1OC(CO)C(O)C(O)C1O,0.2,,,,,,,,,,,,,,,,,,,
"Hydroxystaurosporine, 7-",,,vdss_lombardo,TDC,C[NH2+]C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,0.15,,,,,,,,,,,,,,,,,,,
Hypericin,,,vdss_lombardo,TDC,Cc1cc(O)c2c(=O)c3c(O)cc([O-])c4c5c([O-])cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0.25,,,,,,,,,,,,,,,,,,,
Ibandronic Acid (Ibandronate),,,vdss_lombardo,TDC,CCCCC[NH+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])O,0.55,,,,,,,,,,,,,,,,,,,
Ibrutinib,,,vdss_lombardo,TDC,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,9.75,,,,,,,,,,,,,,,,,,,
Ibuprofen,,,vdss_lombardo,TDC,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.15,,,,,,,,,,,,,,,,,,,
Ibutilide,,,vdss_lombardo,TDC,CCCCCCC[NH+](CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,12.0,,,,,,,,,,,,,,,,,,,
Idarubicin,,,vdss_lombardo,TDC,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC([NH3+])C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,38.0,,,,,,,,,,,,,,,,,,,
Idazoxan,,,vdss_lombardo,TDC,c1ccc2c(c1)OCC(C1=[NH+]CCN1)O2,3.3,,,,,,,,,,,,,,,,,,,
Idrocilamide,,,vdss_lombardo,TDC,O=C(/C=C/c1ccccc1)NCCO,0.11,,,,,,,,,,,,,,,,,,,
IDX899,,,vdss_lombardo,TDC,COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,0.56,,,,,,,,,,,,,,,,,,,
IDX989,,,vdss_lombardo,TDC,COP(=O)(c1cc(C)cc(/C=C\C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)c(F)c12,0.97,,,,,,,,,,,,,,,,,,,
Ifetroban,,,vdss_lombardo,TDC,CCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)[O-])n1,4.4,,,,,,,,,,,,,,,,,,,
Iloprost,,,vdss_lombardo,TDC,CC#CCC(C)C(O)/C=C/C1C(O)CC2C/C(=C/CCCC(=O)[O-])CC21,0.37,,,,,,,,,,,,,,,,,,,
Imatinib,,,vdss_lombardo,TDC,Cc1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3.9,,,,,,,,,,,,,,,,,,,
Imidafenacin,,,vdss_lombardo,TDC,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,1.51,,,,,,,,,,,,,,,,,,,
Imipenem,,,vdss_lombardo,TDC,CC(O)C1C(=O)N2C(C(=O)[O-])=C(SCCNC=[NH2+])CC12,0.24,,,,,,,,,,,,,,,,,,,
Imipramine,,,vdss_lombardo,TDC,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,12.0,,,,,,,,,,,,,,,,,,,
Imipramine N-oxide,,,vdss_lombardo,TDC,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1.9,,,,,,,,,,,,,,,,,,,
Indacaterol,,,vdss_lombardo,TDC,CCc1cc2c(cc1CC)CC([NH2+]CC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,19.4,,,,,,,,,,,,,,,,,,,
Indinavir,,,vdss_lombardo,TDC,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.82,,,,,,,,,,,,,,,,,,,
Indisulam,,,vdss_lombardo,TDC,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,0.68,,,,,,,,,,,,,,,,,,,
Indocyanine Green,,,vdss_lombardo,TDC,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,0.04,,,,,,,,,,,,,,,,,,,
Indomethacin,,,vdss_lombardo,TDC,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,0.1,,,,,,,,,,,,,,,,,,,
Indoramin,,,vdss_lombardo,TDC,O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,4.9,,,,,,,,,,,,,,,,,,,
INO-1001,,,vdss_lombardo,TDC,NC(=O)c1cccc(N)c1,1.9,,,,,,,,,,,,,,,,,,,
Inogatran,,,vdss_lombardo,TDC,NC(=[NH2+])NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)[NH2+]CC(=O)[O-],0.26,,,,,,,,,,,,,,,,,,,
Intoplicine,,,vdss_lombardo,TDC,Cc1c[nH+]c(NCCC[NH+](C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,11.0,,,,,,,,,,,,,,,,,,,
Iodixanol,,,vdss_lombardo,TDC,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.2,,,,,,,,,,,,,,,,,,,
Iododoxorubicin,,,vdss_lombardo,TDC,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(I)C(C)O1,53.6,,,,,,,,,,,,,,,,,,,
Iohexol,,,vdss_lombardo,TDC,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.16,,,,,,,,,,,,,,,,,,,
Iomeprol,,,vdss_lombardo,TDC,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.23,,,,,,,,,,,,,,,,,,,
Iopamidol,,,vdss_lombardo,TDC,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.28,,,,,,,,,,,,,,,,,,,
Iopromide,,,vdss_lombardo,TDC,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0.22,,,,,,,,,,,,,,,,,,,
Iothalamic acid (Iothalamate),,,vdss_lombardo,TDC,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0.17,,,,,,,,,,,,,,,,,,,
Ipratropium,,,vdss_lombardo,TDC,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,5.1,,,,,,,,,,,,,,,,,,,
Irbesartan,,,vdss_lombardo,TDC,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.94,,,,,,,,,,,,,,,,,,,
Irinotecan,,,vdss_lombardo,TDC,CCc1c2c(nc3ccc(OC(=O)N4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,3.5,,,,,,,,,,,,,,,,,,,
Irofulven,,,vdss_lombardo,TDC,CC1=C(CO)C2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1,3.1,,,,,,,,,,,,,,,,,,,
Isavuconazole,,,vdss_lombardo,TDC,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,5.37,,,,,,,,,,,,,,,,,,,
Isepamicin,,,vdss_lombardo,TDC,C[NH2+]C1C(O)C(OC2C(NC(=O)C(O)C[NH3+])CC(N)C(OC3OC(C[NH3+])C(O)C(O)C3O)C2O)OCC1(C)O,0.32,,,,,,,,,,,,,,,,,,,
Isomazole,,,vdss_lombardo,TDC,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,1.67,,,,,,,,,,,,,,,,,,,
Isoproterenol,,,vdss_lombardo,TDC,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,1.5,,,,,,,,,,,,,,,,,,,
Isosorbide Dinitrate,,,vdss_lombardo,TDC,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.9,,,,,,,,,,,,,,,,,,,
Isosorbide-2-Mononitrate,,,vdss_lombardo,TDC,O=[N+]([O-])OC1COC2C(O)COC12,0.86,,,,,,,,,,,,,,,,,,,
Isoxicam,,,vdss_lombardo,TDC,Cc1cc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)no1,0.19,,,,,,,,,,,,,,,,,,,
Itraconazole,,,vdss_lombardo,TDC,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,7.4,,,,,,,,,,,,,,,,,,,
Ivabradine,,,vdss_lombardo,TDC,COc1cc2c(cc1OC)CC(=O)N(CCC[NH+](C)CC1Cc3cc(OC)c(OC)cc31)CC2,1.66,,,,,,,,,,,,,,,,,,,
IVL745,,,vdss_lombardo,TDC,COc1cc(CC(=O)NCC(=O)N(CCC(=O)[O-])Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,0.25,,,,,,,,,,,,,,,,,,,
Ixabepilone,,,vdss_lombardo,TDC,C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,11.0,,,,,,,,,,,,,,,,,,,
Ixazomib,,,vdss_lombardo,TDC,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,3.61,,,,,,,,,,,,,,,,,,,
Kahalalide F,,,vdss_lombardo,TDC,C/C=C1/NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCC[NH3+])NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,0.11,,,,,,,,,,,,,,,,,,,
Kanamycin,,,vdss_lombardo,TDC,NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.26,,,,,,,,,,,,,,,,,,,
Ketamine,,,vdss_lombardo,TDC,C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,2.9,,,,,,,,,,,,,,,,,,,
Ketanserin,,,vdss_lombardo,TDC,O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.9,,,,,,,,,,,,,,,,,,,
Ketobemidone,,,vdss_lombardo,TDC,CCC(=O)C1(c2cccc(O)c2)CC[NH+](C)CC1,0.48,,,,,,,,,,,,,,,,,,,
Ketoprofen,,,vdss_lombardo,TDC,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,0.13,,,,,,,,,,,,,,,,,,,
Ketorolac,,,vdss_lombardo,TDC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],0.11,,,,,,,,,,,,,,,,,,,
KNI-272,,,vdss_lombardo,TDC,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,0.11,,,,,,,,,,,,,,,,,,,
KRN-5500,,,vdss_lombardo,TDC,CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)NC1C(O)C(O)C(Nc2[nH]cnc3ncnc2-3)OC1C(O)CO,0.17,,,,,,,,,,,,,,,,,,,
KRN8602,,,vdss_lombardo,TDC,CCC1(O)CC(OC2CC(N3CCOCC3)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O,20.9,,,,,,,,,,,,,,,,,,,
KW-2170,,,vdss_lombardo,TDC,[NH3+]CCCNc1ccc2c(C[NH2+]CCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,12.0,,,,,,,,,,,,,,,,,,,
L-692429,,,vdss_lombardo,TDC,CC(C)([NH3+])CC(=O)NC1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nnn[n-]3)cc2)C1=O,0.2,,,,,,,,,,,,,,,,,,,
"L-778,123",,,vdss_lombardo,TDC,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,0.8,,,,,,,,,,,,,,,,,,,
Lacosamide,,,vdss_lombardo,TDC,COCC(NC(C)=O)C(=O)NCc1ccccc1,0.58,,,,,,,,,,,,,,,,,,,
Lamifiban,,,vdss_lombardo,TDC,NC(=[NH2+])c1ccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)[O-])CC2)cc1,0.29,,,,,,,,,,,,,,,,,,,
Lamivudine,,,vdss_lombardo,TDC,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1.3,,,,,,,,,,,,,,,,,,,
Laniquidar,,,vdss_lombardo,TDC,COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,6.03,,,,,,,,,,,,,,,,,,,
Lanreotide,,,vdss_lombardo,TDC,CC(C)C1NC(=O)C(CCCC[NH3+])NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,0.2,,,,,,,,,,,,,,,,,,,
Laromustine,,,vdss_lombardo,TDC,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,0.88,,,,,,,,,,,,,,,,,,,
Larotaxel,,,vdss_lombardo,TDC,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,17.0,,,,,,,,,,,,,,,,,,,
Leflunomide metabolite (A 771726),,,vdss_lombardo,TDC,C/C([O-])=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.13,,,,,,,,,,,,,,,,,,,
Lenapenem,,,vdss_lombardo,TDC,C[NH2+]CC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0.22,,,,,,,,,,,,,,,,,,,
Leuprolide,,,vdss_lombardo,TDC,CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0.38,,,,,,,,,,,,,,,,,,,
Levocabastine,,,vdss_lombardo,TDC,CC1C[NH+](C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)[O-])c1ccccc1,1.17,,,,,,,,,,,,,,,,,,,
Levodopa,,,vdss_lombardo,TDC,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],1.7,,,,,,,,,,,,,,,,,,,
Levofloxacin,,,vdss_lombardo,TDC,CC1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,1.2,,,,,,,,,,,,,,,,,,,
Levomepromazine,,,vdss_lombardo,TDC,COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,12.0,,,,,,,,,,,,,,,,,,,
Levoprotiline,,,vdss_lombardo,TDC,C[NH2+]CC(O)CC12CCC(c3ccccc31)c1ccccc12,18.8,,,,,,,,,,,,,,,,,,,
Levorphanol,,,vdss_lombardo,TDC,C[NH+]1CCC23CCCCC2C1Cc1ccc(O)cc13,11.5,,,,,,,,,,,,,,,,,,,
Levosimendan,,,vdss_lombardo,TDC,CC1CC(=O)NN=C1c1ccc([N-]N=C(C#N)C#N)cc1,0.24,,,,,,,,,,,,,,,,,,,
Libenzapril,,,vdss_lombardo,TDC,[NH3+]CCCCC(NC1CCc2ccccc2N(CC(=O)[O-])C1=O)C(=O)[O-],1.98,,,,,,,,,,,,,,,,,,,
Licarbazepine,,,vdss_lombardo,TDC,NC(=O)N1c2ccccc2CC(O)c2ccccc21,0.72,,,,,,,,,,,,,,,,,,,
Lidocaine,,,vdss_lombardo,TDC,CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,1.8,,,,,,,,,,,,,,,,,,,
Linagliptin,,,vdss_lombardo,TDC,CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,16.0,,,,,,,,,,,,,,,,,,,
Lincomycin,,,vdss_lombardo,TDC,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,1.0,,,,,,,,,,,,,,,,,,,
Linezolid,,,vdss_lombardo,TDC,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.58,,,,,,,,,,,,,,,,,,,
Lisdexamfetamine,,,vdss_lombardo,TDC,CC(Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+],0.6,,,,,,,,,,,,,,,,,,,
Lisinopril,,,vdss_lombardo,TDC,[NH3+]CCCCC(NC(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],0.89,,,,,,,,,,,,,,,,,,,
Lomefloxacin,,,vdss_lombardo,TDC,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,2.04,,,,,,,,,,,,,,,,,,,
Lomitapide,,,vdss_lombardo,TDC,O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,16.3,,,,,,,,,,,,,,,,,,,
Lorcainide,,,vdss_lombardo,TDC,CC(C)[NH+]1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,6.6,,,,,,,,,,,,,,,,,,,
Losartan,,,vdss_lombardo,TDC,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.37,,,,,,,,,,,,,,,,,,,
Losmapimod,,,vdss_lombardo,TDC,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,1.67,,,,,,,,,,,,,,,,,,,
Lovastatin (acid),,,vdss_lombardo,TDC,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21,0.87,,,,,,,,,,,,,,,,,,,
Lubeluzole,,,vdss_lombardo,TDC,CN(c1nc2ccccc2s1)C1CC[NH+](CC(O)COc2ccc(F)c(F)c2)CC1,2.6,,,,,,,,,,,,,,,,,,,
Lurtotecan,,,vdss_lombardo,TDC,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CC[NH+](C)CC1)OCCO3,4.77,,,,,,,,,,,,,,,,,,,
LY2090314,,,vdss_lombardo,TDC,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,1.2,,,,,,,,,,,,,,,,,,,
LY2140023,,,vdss_lombardo,TDC,CSCCC([NH3+])C(=O)NC1(C(=O)[O-])CS(=O)(=O)C2C(C(=O)[O-])C21,0.44,,,,,,,,,,,,,,,,,,,
LY404039,,,vdss_lombardo,TDC,[NH3+]C1(C(=O)[O-])CS(=O)(=O)C2C(C(=O)[O-])C21,0.21,,,,,,,,,,,,,,,,,,,
Mannitol,,,vdss_lombardo,TDC,OCC(O)C(O)C(O)C(O)CO,0.24,,,,,,,,,,,,,,,,,,,
Maprotiline,,,vdss_lombardo,TDC,C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,45.0,,,,,,,,,,,,,,,,,,,
Maraviroc,,,vdss_lombardo,TDC,Cc1nnc(C(C)C)n1C1CC2CCC(C1)[NH+]2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,2.3,,,,,,,,,,,,,,,,,,,
