Drug_ID,Drug,Y,source,dataset
CHEMBL324875,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,150.0,clearance_microsome,TDC
CHEMBL341226,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,150.0,clearance_microsome,TDC
CHEMBL407960,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,74.0,clearance_microsome,TDC
CHEMBL108546,Oc1nc2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1,21.0,clearance_microsome,TDC
CHEMBL1807829,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,10.5,clearance_microsome,TDC
CHEMBL550777,NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,41.0,clearance_microsome,TDC
CHEMBL2023704,COc1ccc(-c2ccnc(N)n2)cc1,41.0,clearance_microsome,TDC
CHEMBL1209914,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C)cc1,41.69,clearance_microsome,TDC
CHEMBL2069623,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,46.77,clearance_microsome,TDC
CHEMBL1945040,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,22.0,clearance_microsome,TDC
CHEMBL2207276,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,14.0,clearance_microsome,TDC
CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,5.0,clearance_microsome,TDC
CHEMBL1086473,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,6.0,clearance_microsome,TDC
CHEMBL1778618,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,6.0,clearance_microsome,TDC
CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,6.0,clearance_microsome,TDC
CHEMBL1439884,CCCCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccco1,150.0,clearance_microsome,TDC
CHEMBL1934414,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,21.0,clearance_microsome,TDC
CHEMBL387125,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,41.0,clearance_microsome,TDC
CHEMBL271012,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,3.0,clearance_microsome,TDC
CHEMBL1779503,O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,3.0,clearance_microsome,TDC
CHEMBL1807821,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,9.0,clearance_microsome,TDC
CHEMBL1399574,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,3.0,clearance_microsome,TDC
CHEMBL2158819,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL2323239,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1,150.0,clearance_microsome,TDC
CHEMBL558748,O=C(NCC1CCCCC1)c1c(Cl)ccc2ncccc12,150.0,clearance_microsome,TDC
CHEMBL1427959,O=C(Nc1nc2ccccc2s1)c1ccccc1,150.0,clearance_microsome,TDC
CHEMBL1917456,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL2158827,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,clearance_microsome,TDC
CHEMBL370657,Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(-c4ccc(F)cc4)n3)(CC1)CC2,3.0,clearance_microsome,TDC
CHEMBL180334,CN(C(=O)Cc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.0,clearance_microsome,TDC
CHEMBL254370,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,3.0,clearance_microsome,TDC
CHEMBL1917454,Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL1773254,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,3.0,clearance_microsome,TDC
CHEMBL257027,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,3.0,clearance_microsome,TDC
CHEMBL1084863,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,3.0,clearance_microsome,TDC
CHEMBL1689119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,5.0,clearance_microsome,TDC
CHEMBL2207662,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,6.0,clearance_microsome,TDC
CHEMBL313907,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,5.0,clearance_microsome,TDC
CHEMBL2207664,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,6.0,clearance_microsome,TDC
CHEMBL2018954,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C,7.0,clearance_microsome,TDC
CHEMBL2031224,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,7.0,clearance_microsome,TDC
CHEMBL1689115,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,5.0,clearance_microsome,TDC
CHEMBL211631,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,5.0,clearance_microsome,TDC
CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,5.37,clearance_microsome,TDC
CHEMBL2208422,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,7.0,clearance_microsome,TDC
CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,6.31,clearance_microsome,TDC
CHEMBL2070946,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,6.76,clearance_microsome,TDC
CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,7.0,clearance_microsome,TDC
CHEMBL1778637,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,3.0,clearance_microsome,TDC
CHEMBL2171024,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,clearance_microsome,TDC
CHEMBL1778652,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,3.0,clearance_microsome,TDC
CHEMBL1917431,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL8232,COc1cccc(Oc2cncnc2O)c1,3.0,clearance_microsome,TDC
CHEMBL437526,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,3.0,clearance_microsome,TDC
CHEMBL2158832,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,clearance_microsome,TDC
CHEMBL1689135,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,3.0,clearance_microsome,TDC
CHEMBL1539037,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,3.98,clearance_microsome,TDC
CHEMBL1743245,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,4.0,clearance_microsome,TDC
CHEMBL350563,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,4.0,clearance_microsome,TDC
CHEMBL62136,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,3.0,clearance_microsome,TDC
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.0,clearance_microsome,TDC
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,3.0,clearance_microsome,TDC
CHEMBL1934421,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1,3.0,clearance_microsome,TDC
CHEMBL315708,c1ccc(-c2[nH]nc3ccccc23)cc1,3.0,clearance_microsome,TDC
CHEMBL2158825,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL1917447,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL370552,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)C(C)(C)C)cc2)CC1,3.0,clearance_microsome,TDC
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,3.0,clearance_microsome,TDC
CHEMBL700,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,3.0,clearance_microsome,TDC
CHEMBL2158833,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,clearance_microsome,TDC
CHEMBL1778630,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccccc1-c1ccccc1,3.0,clearance_microsome,TDC
CHEMBL1917426,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL305513,Nc1nc2ccccc2[nH]1,3.0,clearance_microsome,TDC
CHEMBL375166,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,4.0,clearance_microsome,TDC
CHEMBL2207665,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,4.0,clearance_microsome,TDC
CHEMBL1531981,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,4.17,clearance_microsome,TDC
CHEMBL2059910,CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,3.0,clearance_microsome,TDC
CHEMBL2158831,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL2171038,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL1778649,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,3.0,clearance_microsome,TDC
CHEMBL2207659,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,3.0,clearance_microsome,TDC
CHEMBL257830,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,3.0,clearance_microsome,TDC
CHEMBL98760,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,3.0,clearance_microsome,TDC
CHEMBL274713,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,3.0,clearance_microsome,TDC
CHEMBL1829783,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@@](CCO)(c2ccc(F)cc2)OC1=O,3.0,clearance_microsome,TDC
CHEMBL403963,C(=C/c1nn[nH]n1)\c1ccccc1,3.0,clearance_microsome,TDC
CHEMBL2158781,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL2158773,Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,clearance_microsome,TDC
CHEMBL1778620,Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,3.0,clearance_microsome,TDC
CHEMBL1921917,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)(c1ccccc1)N1CCCCC1,45.0,clearance_microsome,TDC
CHEMBL2178393,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,54.95,clearance_microsome,TDC
CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,58.0,clearance_microsome,TDC
CHEMBL343199,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,66.07,clearance_microsome,TDC
CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,11.22,clearance_microsome,TDC
CHEMBL1412343,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,46.77,clearance_microsome,TDC
CHEMBL1164165,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,53.7,clearance_microsome,TDC
CHEMBL1916267,CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,59.0,clearance_microsome,TDC
CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,13.0,clearance_microsome,TDC
CHEMBL109244,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,11.0,clearance_microsome,TDC
CHEMBL1857945,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,11.22,clearance_microsome,TDC
CHEMBL110861,Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,56.0,clearance_microsome,TDC
CHEMBL1483,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,34.67,clearance_microsome,TDC
CHEMBL369311,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,16.0,clearance_microsome,TDC
CHEMBL1917445,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL211677,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL2147475,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,3.0,clearance_microsome,TDC
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,3.0,clearance_microsome,TDC
CHEMBL1614705,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,3.0,clearance_microsome,TDC
CHEMBL2031229,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,3.0,clearance_microsome,TDC
CHEMBL390191,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,3.0,clearance_microsome,TDC
CHEMBL2158771,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,clearance_microsome,TDC
CHEMBL1689126,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,3.0,clearance_microsome,TDC
CHEMBL589973,CCCCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0,clearance_microsome,TDC
CHEMBL267144,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,30.9,clearance_microsome,TDC
CHEMBL557697,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,33.0,clearance_microsome,TDC
CHEMBL2023489,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,24.55,clearance_microsome,TDC
CHEMBL2325704,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,11.22,clearance_microsome,TDC
CHEMBL1778629,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,12.0,clearance_microsome,TDC
CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,13.49,clearance_microsome,TDC
CHEMBL2207666,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,17.25,clearance_microsome,TDC
CHEMBL453222,COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,20.0,clearance_microsome,TDC
CHEMBL22442,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,20.42,clearance_microsome,TDC
CHEMBL128613,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,20.5,clearance_microsome,TDC
CHEMBL2170985,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,21.38,clearance_microsome,TDC
CHEMBL2325719,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,5.75,clearance_microsome,TDC
CHEMBL2103840,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,150.0,clearance_microsome,TDC
CHEMBL1800660,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,150.0,clearance_microsome,TDC
CHEMBL2349318,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,52.48,clearance_microsome,TDC
CHEMBL1916275,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1,53.0,clearance_microsome,TDC
CHEMBL1945299,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,56.0,clearance_microsome,TDC
CHEMBL1916276,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,59.0,clearance_microsome,TDC
CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,6.0,clearance_microsome,TDC
CHEMBL1917418,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.0,clearance_microsome,TDC
CHEMBL1921913,C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,66.0,clearance_microsome,TDC
CHEMBL1945291,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,45.0,clearance_microsome,TDC
CHEMBL1945041,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,47.0,clearance_microsome,TDC
CHEMBL380732,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,62.0,clearance_microsome,TDC
CHEMBL396043,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,66.0,clearance_microsome,TDC
CHEMBL1460615,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,5.25,clearance_microsome,TDC
CHEMBL2326623,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,58.5,clearance_microsome,TDC
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,66.0,clearance_microsome,TDC
CHEMBL1868114,COCCNc1nc(NCc2ccccc2F)c2sccc2n1,150.0,clearance_microsome,TDC
CHEMBL2031227,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.0,clearance_microsome,TDC
CHEMBL105462,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,61.66,clearance_microsome,TDC
CHEMBL550438,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,38.0,clearance_microsome,TDC
CHEMBL1779497,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,8.5,clearance_microsome,TDC
CHEMBL111732,CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,150.0,clearance_microsome,TDC
CHEMBL127066,Oc1nc(-c2ccccc2)nc2ccccc12,150.0,clearance_microsome,TDC
CHEMBL2312113,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,150.0,clearance_microsome,TDC
CHEMBL514980,CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,150.0,clearance_microsome,TDC
CHEMBL1770477,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1,150.0,clearance_microsome,TDC
CHEMBL450470,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,150.0,clearance_microsome,TDC
CHEMBL112747,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,3.0,clearance_microsome,TDC
CHEMBL361546,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,3.0,clearance_microsome,TDC
CHEMBL1917423,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL2158772,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL1956163,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,24.55,clearance_microsome,TDC
CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,25.12,clearance_microsome,TDC
CHEMBL182878,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,26.0,clearance_microsome,TDC
CHEMBL1523918,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,16.0,clearance_microsome,TDC
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,17.0,clearance_microsome,TDC
CHEMBL1605684,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,33.11,clearance_microsome,TDC
CHEMBL1934426,Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.0,clearance_microsome,TDC
CHEMBL1738840,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,3.0,clearance_microsome,TDC
CHEMBL564737,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,3.0,clearance_microsome,TDC
CHEMBL480208,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,103.0,clearance_microsome,TDC
CHEMBL1778622,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,134.0,clearance_microsome,TDC
CHEMBL112,CC(=O)Nc1ccc(O)cc1,3.0,clearance_microsome,TDC
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.0,clearance_microsome,TDC
CHEMBL2158821,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL2207663,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,3.0,clearance_microsome,TDC
CHEMBL2071614,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,3.0,clearance_microsome,TDC
CHEMBL440405,CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,3.0,clearance_microsome,TDC
CHEMBL1917450,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,3.0,clearance_microsome,TDC
CHEMBL1917458,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,3.0,clearance_microsome,TDC
CHEMBL1689134,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,3.0,clearance_microsome,TDC
CHEMBL1689130,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,3.0,clearance_microsome,TDC
CHEMBL1689114,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1,3.0,clearance_microsome,TDC
CHEMBL1194759,CCCC1CCCCC(N)=N1,3.0,clearance_microsome,TDC
CHEMBL2171025,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,clearance_microsome,TDC
CHEMBL2158770,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,clearance_microsome,TDC
CHEMBL2158824,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,clearance_microsome,TDC
