chembl_id,drug_name,parameter,value,unit,dataset
CHEMBL1689111,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,clearance_hepatic_l_h,89.99983333364197,L/h,TDC
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,clearance_cell_uL_min_1e6,9.12,µL/min/10^6 cells,TDC
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,clearance_hepatic_l_h,89.99983552661635,L/h,TDC
CHEMBL242403,O=C(O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1,clearance_cell_uL_min_1e6,9.33,µL/min/10^6 cells,TDC
CHEMBL242403,O=C(O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1,clearance_hepatic_l_h,89.99983922858301,L/h,TDC
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,clearance_cell_uL_min_1e6,84.0,µL/min/10^6 cells,TDC
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,clearance_hepatic_l_h,89.99998214286069,L/h,TDC
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,clearance_cell_uL_min_1e6,87.1,µL/min/10^6 cells,TDC
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,clearance_hepatic_l_h,89.99998277841891,L/h,TDC
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,clearance_cell_uL_min_1e6,87.1,µL/min/10^6 cells,TDC
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,clearance_hepatic_l_h,89.99998277841891,L/h,TDC
CHEMBL109244,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,clearance_cell_uL_min_1e6,98.0,µL/min/10^6 cells,TDC
CHEMBL109244,O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1,clearance_hepatic_l_h,89.99998469388015,L/h,TDC
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,clearance_cell_uL_min_1e6,102.33,µL/min/10^6 cells,TDC
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,clearance_hepatic_l_h,89.99998534154446,L/h,TDC
CHEMBL421604,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,clearance_cell_uL_min_1e6,105.0,µL/min/10^6 cells,TDC
CHEMBL421604,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,clearance_hepatic_l_h,89.99998571428799,L/h,TDC
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,clearance_cell_uL_min_1e6,114.0,µL/min/10^6 cells,TDC
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,clearance_hepatic_l_h,89.99998684210719,L/h,TDC
CHEMBL1987793,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,clearance_cell_uL_min_1e6,123.03,µL/min/10^6 cells,TDC
CHEMBL1987793,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,clearance_hepatic_l_h,89.9999878078534,L/h,TDC
CHEMBL1089517,COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,clearance_cell_uL_min_1e6,125.0,µL/min/10^6 cells,TDC
CHEMBL1089517,COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,clearance_hepatic_l_h,89.9999880000016,L/h,TDC
CHEMBL1938680,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1938680,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL2158792,Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL2158792,Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL2058529,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,clearance_cell_uL_min_1e6,13.8,µL/min/10^6 cells,TDC
CHEMBL2058529,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,clearance_hepatic_l_h,89.9998913044791,L/h,TDC
CHEMBL1934271,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,clearance_cell_uL_min_1e6,15.0,µL/min/10^6 cells,TDC
CHEMBL1934271,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,clearance_hepatic_l_h,89.99990000011111,L/h,TDC
CHEMBL2088415,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1,clearance_cell_uL_min_1e6,15.49,µL/min/10^6 cells,TDC
CHEMBL2088415,O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1,clearance_hepatic_l_h,89.99990316343538,L/h,TDC
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,clearance_cell_uL_min_1e6,3.31,µL/min/10^6 cells,TDC
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,clearance_hepatic_l_h,89.99954683007638,L/h,TDC
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,clearance_cell_uL_min_1e6,3.98,µL/min/10^6 cells,TDC
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,clearance_hepatic_l_h,89.99962311715612,L/h,TDC
CHEMBL1778628,N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1778628,N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL191528,CCOc1ccc2ccc(=O)oc2c1,clearance_cell_uL_min_1e6,35.48,µL/min/10^6 cells,TDC
CHEMBL191528,CCOc1ccc2ccc(=O)oc2c1,clearance_hepatic_l_h,89.9999577226805,L/h,TDC
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,clearance_cell_uL_min_1e6,26.3,µL/min/10^6 cells,TDC
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,clearance_hepatic_l_h,89.9999429658156,L/h,TDC
CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,clearance_cell_uL_min_1e6,29.0,µL/min/10^6 cells,TDC
CHEMBL521509,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,clearance_hepatic_l_h,89.9999482758918,L/h,TDC
CHEMBL1645107,Nc1nc2ccc(-c3ccncc3)cc2s1,clearance_cell_uL_min_1e6,29.51,µL/min/10^6 cells,TDC
CHEMBL1645107,Nc1nc2ccc(-c3ccncc3)cc2s1,clearance_hepatic_l_h,89.99994916980167,L/h,TDC
CHEMBL271012,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,clearance_cell_uL_min_1e6,30.12,µL/min/10^6 cells,TDC
CHEMBL271012,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,clearance_hepatic_l_h,89.99995019923074,L/h,TDC
CHEMBL77131,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,clearance_cell_uL_min_1e6,33.88,µL/min/10^6 cells,TDC
CHEMBL77131,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,clearance_hepatic_l_h,89.99995572611387,L/h,TDC
CHEMBL1916546,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,clearance_cell_uL_min_1e6,35.48,µL/min/10^6 cells,TDC
CHEMBL1916546,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,clearance_hepatic_l_h,89.9999577226805,L/h,TDC
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,clearance_cell_uL_min_1e6,14.45,µL/min/10^6 cells,TDC
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,clearance_hepatic_l_h,89.99989619389136,L/h,TDC
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,clearance_cell_uL_min_1e6,14.79,µL/min/10^6 cells,TDC
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,clearance_hepatic_l_h,89.99989858023599,L/h,TDC
CHEMBL2147474,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,clearance_cell_uL_min_1e6,22.91,µL/min/10^6 cells,TDC
CHEMBL2147474,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,clearance_hepatic_l_h,89.9999345264553,L/h,TDC
CHEMBL1587607,O=C(Nc1ccccc1Cl)c1cc[nH]n1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1587607,O=C(Nc1ccccc1Cl)c1cc[nH]n1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL2088413,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL2088413,Cc1ccc(CCNC(=O)c2ccc3sc(CO)nc3c2)cc1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1956163,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1956163,O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1198335,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1198335,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL2103846,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL2103846,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL298019,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL298019,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1529080,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1529080,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1302675,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1302675,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL2110579,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,clearance_cell_uL_min_1e6,8.91,µL/min/10^6 cells,TDC
CHEMBL2110579,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,clearance_hepatic_l_h,89.99983165014655,L/h,TDC
CHEMBL1934267,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,clearance_cell_uL_min_1e6,10.0,µL/min/10^6 cells,TDC
CHEMBL1934267,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,clearance_hepatic_l_h,89.99985000025,L/h,TDC
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,clearance_cell_uL_min_1e6,10.0,µL/min/10^6 cells,TDC
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,clearance_hepatic_l_h,89.99985000025,L/h,TDC
CHEMBL2336326,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,clearance_cell_uL_min_1e6,10.0,µL/min/10^6 cells,TDC
CHEMBL2336326,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,clearance_hepatic_l_h,89.99985000025,L/h,TDC
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL556667,O=C(Nc1cccc(Cl)c1)c1ccccn1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL556667,O=C(Nc1cccc(Cl)c1)c1ccccn1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL379350,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL379350,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL2171277,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL2171277,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL2348651,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL2348651,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1478592,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1478592,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL324875,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL324875,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL223713,CCc1cccc2c1N(C)Cc1cc3c(cc1-2)OCO3,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL223713,CCc1cccc2c1N(C)Cc1cc3c(cc1-2)OCO3,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1484,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,clearance_cell_uL_min_1e6,150.0,µL/min/10^6 cells,TDC
CHEMBL1484,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,clearance_hepatic_l_h,89.9999900000011,L/h,TDC
CHEMBL1824041,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,clearance_cell_uL_min_1e6,8.51,µL/min/10^6 cells,TDC
CHEMBL1824041,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,clearance_hepatic_l_h,89.99982373712547,L/h,TDC
CHEMBL235392,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,clearance_cell_uL_min_1e6,9.0,µL/min/10^6 cells,TDC
CHEMBL235392,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,clearance_hepatic_l_h,89.99983333364197,L/h,TDC
CHEMBL596008,Cc1ccc2[nH]c(C(=O)O)nc2c1,clearance_cell_uL_min_1e6,9.77,µL/min/10^6 cells,TDC
CHEMBL596008,Cc1ccc2[nH]c(C(=O)O)nc2c1,clearance_hepatic_l_h,89.99984646904389,L/h,TDC
CHEMBL2169920,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,clearance_cell_uL_min_1e6,22.0,µL/min/10^6 cells,TDC
CHEMBL2169920,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,clearance_hepatic_l_h,89.99993181823348,L/h,TDC
CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,clearance_cell_uL_min_1e6,66.07,µL/min/10^6 cells,TDC
CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,clearance_hepatic_l_h,89.99997729681215,L/h,TDC
CHEMBL1689112,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1689112,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL1916287,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,clearance_cell_uL_min_1e6,12.0,µL/min/10^6 cells,TDC
CHEMBL1916287,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,clearance_hepatic_l_h,89.99987500017362,L/h,TDC
CHEMBL1934267,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1934267,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL565755,CCOc1ccc2nc(N)sc2c1,clearance_cell_uL_min_1e6,12.02,µL/min/10^6 cells,TDC
CHEMBL565755,CCOc1ccc2nc(N)sc2c1,clearance_hepatic_l_h,89.99987520815972,L/h,TDC
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL1472189,COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,clearance_cell_uL_min_1e6,12.88,µL/min/10^6 cells,TDC
CHEMBL1472189,COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,clearance_hepatic_l_h,89.99988354052337,L/h,TDC
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,clearance_cell_uL_min_1e6,13.18,µL/min/10^6 cells,TDC
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,clearance_hepatic_l_h,89.9998861913427,L/h,TDC
CHEMBL2325716,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)CC1,clearance_cell_uL_min_1e6,3.0,µL/min/10^6 cells,TDC
CHEMBL2325716,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)CC1,clearance_hepatic_l_h,89.99950000277776,L/h,TDC
CHEMBL2158783,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,clearance_cell_uL_min_1e6,13.78,µL/min/10^6 cells,TDC
CHEMBL2158783,Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,clearance_hepatic_l_h,89.99989114672091,L/h,TDC
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,clearance_cell_uL_min_1e6,13.8,µL/min/10^6 cells,TDC
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,clearance_hepatic_l_h,89.9998913044791,L/h,TDC
CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,clearance_cell_uL_min_1e6,14.0,µL/min/10^6 cells,TDC
CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,clearance_hepatic_l_h,89.99989285727041,L/h,TDC
CHEMBL2062570,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,clearance_cell_uL_min_1e6,42.66,µL/min/10^6 cells,TDC
CHEMBL2062570,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,clearance_hepatic_l_h,89.99996483826972,L/h,TDC
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,clearance_cell_uL_min_1e6,43.65,µL/min/10^6 cells,TDC
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,clearance_hepatic_l_h,89.99996563575195,L/h,TDC
CHEMBL1934270,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,clearance_cell_uL_min_1e6,53.0,µL/min/10^6 cells,TDC
CHEMBL1934270,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,clearance_hepatic_l_h,89.99997169812211,L/h,TDC
CHEMBL2338020,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,clearance_cell_uL_min_1e6,58.88,µL/min/10^6 cells,TDC
CHEMBL2338020,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,clearance_hepatic_l_h,89.99997452446374,L/h,TDC
CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,clearance_cell_uL_min_1e6,16.22,µL/min/10^6 cells,TDC
CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,clearance_hepatic_l_h,89.99990752167332,L/h,TDC
CHEMBL1234354,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,clearance_cell_uL_min_1e6,10.72,µL/min/10^6 cells,TDC
