chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL4751691,,,,,,0.258,,,,,,,Cc1c(-c2c(C(F)(F)F)nc3cnc(-c4ccc(F)c(C(F)(F)F)c4)cn23)ccc2[nH]ncc12
CHEMBL4752925,,,,,,0.901,,,,,,,CC(C)c1cc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(C)C)nc3cn2)ccc1F
CHEMBL475534,,,,75.0,89.99998000000444,,0.009,8.2,85.0,306.0,56.66666666666666,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
CHEMBL4755363,,,,,,2.47,,,,,,,Oc1ccc(-c2c(C(F)(F)F)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)c(F)c1
CHEMBL4755643,,,,,,0.263,,,,,,,CC(C)c1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1ccc2[nH]ncc2c1F
CHEMBL4755956,,,,,,2.57,,,,,,,CC(C)c1nn2cnc(-c3cccc(C(F)(F)F)c3)cc2c1-c1c(F)cc(O)cc1F
CHEMBL475650,,,0.05,,,,,,,,,,CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6c(c5)NCC(=O)N6)CC4)cccc3[nH]2)cc1
CHEMBL475660,,,1.5,,,,,,,,,,CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6cccnc6c5)CC4)cccc3[nH]2)cc1
CHEMBL475689,,,134.0,,,,,,,,,,CC(=O)c1cccc([C@@H](O)[C@H](O)[C@H](O)CO)n1
CHEMBL4757098,,,,,,1.53,,,,,,,Fc1ccc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)cc1CC(F)(F)F
CHEMBL4757105,,,,,,3.53,,,,,,,COc1ccc(-c2c(C(C)C)nc3cnc(-c4ccc(F)c(C(F)(F)F)c4)cn23)cc1O
CHEMBL4757884,,,,,,8.4,,,,,,,Cc1noc(C)c1-c1cn2c(-c3ccc(O)cc3)cnc2cn1
CHEMBL475799,,,,,,,0.0390999999999999,,,,,,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1
CHEMBL4758053,,,,,,10.1,,,,,,,Oc1ccc(-c2cnc3cnc(-c4cccc(C(F)(F)F)c4)cn23)c(F)c1
CHEMBL4758070,,,,,,1.88,,,,,,,CC(C)c1cc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)ccc1F
CHEMBL475865,,,,,,,0.0119,,,,,,Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1
CHEMBL4759099,,,,,,0.194,,,,,,,Fc1ccc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)cc1OC(F)(F)F
CHEMBL4759569,,,,,,0.0856,,,,,,,Fc1c(-c2c(C(F)(F)F)nc3cnc(-c4cccc(C(F)(F)C(F)(F)F)c4)cn23)ccc2[nH]ncc12
CHEMBL476,,,,,,,,6.2,,,,,CN(C)/N=N/c1[nH]cnc1C(N)=O
CHEMBL4761377,,,,,,0.135,,,,,,,Oc1cc(F)c(-c2c(C3CC3)nc3cnc(-c4ccc(F)c(C(F)(F)F)c4)cn23)c(F)c1
CHEMBL4762116,,,,,,0.185,,,,,,,Fc1ccc(-c2cn3c(-c4ccc5[nH]ncc5c4)c(C(F)(F)F)nc3cn2)cc1C(F)(F)F
CHEMBL4763712,,,,,,3.26,,,,,,,COc1ccc(-c2c(C(F)(F)F)nc3cnc(-c4cccc(C(F)(F)C(F)(F)F)c4)cn23)cc1O
CHEMBL4764061,,,,,,0.474,,,,,,,Oc1cc(F)c(-c2c(C3CCC3)nc3cnc(-c4ccc(F)c(C(F)(F)F)c4)cn23)c(F)c1
CHEMBL4764170,,,,,,9.48,,,,,,,COc1ccc(-c2c(C)nc3ccc(-c4cccc(C(F)(F)F)c4)cn23)cc1O
CHEMBL4764292,,,,,,4.14,,,,,,,CC(C)c1nc2cnc(-c3cccc(C(F)(F)F)c3)cn2c1-c1ccc(OP(=O)(O)O)cc1F
CHEMBL4764900,,,,,,1.89,,,,,,,Fc1ccc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)cc1C1CC1
CHEMBL4765012,,,,,,4.52,,,,,,,Cc1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(OP(=O)(O)O)cc1F
CHEMBL476954,,,23.5,,,,,,,,,,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1
CHEMBL477,,,,3.0,89.99950000277776,,,,,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL477374,,,16.5,,,,,,,,,,CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1
CHEMBL477548,,,,,,,0.0251,,,,,,CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)NS(C)(=O)=O)cccc2n1Cc1ccccc1
CHEMBL4779352,,,,,,0.345,,,,,,,CC(C)c1nc2cnc(-c3ccc(F)c(S(F)(F)(F)(F)F)c3)cn2c1-c1ccc2[nH]ncc2c1F
CHEMBL478,,,,,,,,4.7,,,,,Clc1cccc(N2CCNCC2)c1
CHEMBL4781298,,,,,,3.49,,,,,,,CCc1nc2cnc(-c3cccc(C(F)(F)F)c3)cn2c1-c1ccc(O)cc1F
CHEMBL4782059,,,,,,11.7,,,,,,,COc1ccc(-c2c(C)nn3cnc(-c4cccc(C(F)(F)F)c4)cc23)cc1O
CHEMBL4783028,,,,,,1.16,,,,,,,Fc1c(-c2c(C(F)(F)F)nc3cnc(-c4cccc(OC(F)(F)F)c4)cn23)ccc2[nH]ncc12
CHEMBL4784780,,,,,,1.08,,,,,,,CC(C)c1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F
CHEMBL4785344,,,,,,1.4,,,,,,,CC(C)c1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)nc2n1-c1c(F)cc(O)cc1F
CHEMBL4787321,,,,,,1.47,,,,,,,CC(C)Oc1cc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)ccc1F
CHEMBL4788935,,,,,,1.51,,,,,,,CC(C)c1nn2cnc(-c3ccc(F)c(C(F)(F)F)c3)cc2c1-c1c(F)cc(O)cc1F
CHEMBL4789183,,,,,,1.02,,,,,,,COc1cc(-c2c(C(C)C)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)cc2cn[nH]c12
CHEMBL4789333,,,,,,2.17,,,,,,,CC(C)c1nc2cnc(-c3cccc(S(F)(F)(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F
CHEMBL4789829,,,,,,0.94,,,,,,,CC(C)c1cc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C4CC4)nc3cn2)ccc1F
CHEMBL479,,,,114.0,89.99998684210719,,0.0037,,50.0,180.0,45.0,,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
CHEMBL4790973,,,,,,3.51,,,,,,,CCc1nn2cnc(-c3ccc(F)c(C(F)(F)F)c3)cc2c1-c1c(F)cc(O)cc1F
CHEMBL479383,,,,,,,0.0383,,,,,,O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1
CHEMBL479410,,,29.0,,,,,,,,,,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Oc1ccc(C(F)(F)F)cc1
CHEMBL479411,,,21.5,,,,,,,,,,CNCc1cc(NS(C)(=O)=O)ccc1Sc1ccc(SC)cc1
CHEMBL479441,,,,,,,0.4540999999999999,,,,,,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1
CHEMBL479445,,,,,,,0.4427,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C
CHEMBL479446,,,,,,,0.0784,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN1CCOCC1
CHEMBL479447,,,,,,,0.4427,,,,,,COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1NCCN(C)C
CHEMBL479621,,,0.3,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1ccccc1F)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL4797125,,,,,,1.57,,,,,,,Cc1nc2cnc(-c3cccc(C(F)(F)C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F
CHEMBL4797622,,,,,,2.14,,,,,,,Fc1ccc(-c2cn3c(-c4ccc5[nH]ncc5c4F)c(C(F)(F)F)nc3cn2)cc1C1CCC1
CHEMBL4798002,,,,,,9.16,,,,,,,CC(C)c1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(OP(=O)(O)O)cc1F
CHEMBL4798182,,,,,,20.7,,,,,,,COc1ccc(-c2c(C(C)C)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)cc1OP(=O)(O)O
CHEMBL479835,,,1.04,,,,,,,,,,COc1ccc(CN(C)C)c(-c2cc3c(Nc4ccc5[nH]ccc5c4C)c(C#N)cnc3s2)c1
CHEMBL479840,,,,,,,0.0182999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CC)CC1
CHEMBL479848,,,,,,,0.0736,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1N1CCN(C)CC1
CHEMBL4798797,,,,,,6.46,,,,,,,COc1ccc(-c2c(C3CC3)nc3cnc(-c4cccc(C(F)(F)F)c4)cn23)cc1O
CHEMBL4799333,,,,,,0.613,,,,,,,Cc1nc2cnc(-c3ccc(F)c(C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F
CHEMBL4799745,,,,,,0.229,,,,,,,CCc1nc2cnc(-c3ccc(F)c(C(F)(F)C(F)(F)F)c3)cn2c1-c1c(F)cc(O)cc1F
CHEMBL479999,,,42.0,,,,,,,,,,CN(C)Cc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1
CHEMBL480,,,,,,,0.0159999999999999,1.0,,,,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
CHEMBL480016,,,352.0,,,,,,,,,,C[C@H]1CN(S(=O)(=O)C[C@]23CC[C@H](CC2=O)C3(C)C)CCN1c1ncc(C(F)(F)F)cc1F
CHEMBL480027,,,,,,,0.0487999999999999,,,,,,CC(C)Oc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1
CHEMBL480031,,,,,,,0.0145999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(C)C)CC1
CHEMBL480032,,,,,,,0.0162999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCCN(C)CC1
CHEMBL480057,,,,,,,0.0080999999999999,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccccc3C)c2cc1OC
CHEMBL480208,,,,150.0,89.9999900000011,,,,103.0,370.8,60.58823529411764,,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2
CHEMBL480221,,,,,,,0.1029999999999999,,,,,,COCCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1
CHEMBL480250,,,,,,,0.0446999999999999,,,,,,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1
CHEMBL480401,,,1.2,,,,,,,,,,Cc1cccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1
CHEMBL480402,,,1.1,,,,,,,,,,Cc1ccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1
CHEMBL480445,,,,,,,0.2531,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1
CHEMBL480456,,,,,,,0.0581,,,,,,CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(Cl)c(Cl)c4)c3c2)CC1
CHEMBL480457,,,,,,,0.0456999999999999,,,,,,CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4cccc(Cl)c4Cl)c3c2)CC1
CHEMBL480558,,,12.5,,,,0.0784,,,,,,CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1
CHEMBL480601,,,,,,,,,75.0,269.99999999999994,54.0,,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2
CHEMBL480789,,,318.0,,,,,,,,,,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1.Cl
CHEMBL480813,,,,,,,0.0059999999999998,,,,,,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN1CCCCC1
CHEMBL480814,,,,,,,0.0418,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN(C)C
CHEMBL480822,,,,,,,0.0968000000000001,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(C)=O)CC1
CHEMBL480825,,,,,,,0.0544,,,,,,COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC
CHEMBL480830,,,,,,,0.1423000000000001,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C(C)C)CC1
CHEMBL480924,,,,,,,0.0219,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C2CC2)CC1
CHEMBL480989,,,1.3,,,,,,,,,,Cc1ccccc1CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL481,,,,3.0,89.99950000277776,,0.4201,9.0,13.49,48.564,19.12269648763585,,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
CHEMBL481196,,,560.0,,,,,,,,,,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ncc(C(F)(F)F)cc3F)[C@H](CO)C1)C(=O)C2
CHEMBL481205,,,,,,,0.1509999999999999,,,,,,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1
CHEMBL481206,,,,,,,0.1631999999999999,,,,,,COCCOc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1
CHEMBL481212,,,,,,,0.0605999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1
CHEMBL481220,,,,,,,0.0170999999999998,,,,,,CC(C)Oc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1
CHEMBL481223,,,,,,,0.0320999999999999,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)cc3Cl)c2cc1N1CCN(C)CC1
CHEMBL481230,,,,12.59,89.9998808579814,,0.3288,,27.54,99.144,31.96543719370647,,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO
CHEMBL481306,,,33.5,,,,,,,,,,CNCc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1
CHEMBL481322,,,38.0,,,,,,,,,,COCc1c(Cl)ccc2c1CC[C@H]2c1ncc[nH]1
CHEMBL481400,,,,,,,0.2574999999999999,,,,,,CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(F)cc4F)c3c2)CC1
CHEMBL481401,,,,,,,0.0437,,,,,,CN1CCN(c2cc3c(Nc4cccc(Cl)c4Cl)c(C(N)=O)cnc3cc2F)CC1
CHEMBL481423,,,,,,,0.0357999999999999,,,,,,COc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N1CCN(C)CC1
CHEMBL481557,,,,,,,0.0836,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCOCC1
CHEMBL481564,,,,,,,0.0139,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C2CC2)CC1
CHEMBL481572,,,,,,,0.0343000000000001,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)c(Cl)c3)c2cc1N1CCN(C)CC1
CHEMBL481595,,,,,,,0.0209,,,,,,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN1CCCCC1
CHEMBL481596,,,,,,,0.2445,,,,,,CN1CCN(c2cc3c(Nc4ccc(F)cc4F)c(C(N)=O)cnc3cc2F)CC1
CHEMBL481605,,,,,,,0.0476999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CCO)CC1
CHEMBL481606,,,,,,,0.0170999999999998,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CCOC)CC1
CHEMBL481611,,,,,,,0.0605999999999999,,,,,,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
CHEMBL481612,,,,,,,0.1631999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(=O)CO)CC1
CHEMBL481689,,,360.0,,,,,,,,,,Cc1cc(NC(=O)c2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl
CHEMBL481695,,,27.0,,,,,,,,,,CN(C)Cc1cc(C(N)=O)ccc1Oc1ccc(OC(F)(F)F)cc1
CHEMBL481697,,,27.0,,,,,,,,,,CN(C)Cc1cc(CNS(C)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1
CHEMBL481717,,,,,,,0.089,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCC(O)CC1
CHEMBL481807,,,,,,,0.0456999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(CC)CC1
CHEMBL481870,,,521.0,,,,,,,,,,CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1.Cl
CHEMBL481905,,,,,,,0.0080999999999999,,,,,,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N1CCN(C)CC1
CHEMBL481975,,,0.3,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1cccc(F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL481976,,,0.4,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL482292,,,16.0,,,,,,,,,,CN(C)Cc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1
CHEMBL482552,,,,,,,0.0009,,,,,,O=C(Nc1ccc(CN2CCNCC2)cc1-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1
CHEMBL482562,,,1.6,,,,,,,,,,O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)C1CCNCC1
CHEMBL483,,,,,,,,5.8,,,,,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
CHEMBL483058,,,198.0,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2cnccn2)n1
CHEMBL483201,,,4.5,,,,,,,,,,NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1
CHEMBL48361,,,,,,,0.5288,,,,,,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21
CHEMBL483879,,,0.0,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2cscn2)n1
CHEMBL483880,,,9.0,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2cocn2)n1
CHEMBL484,,,,,,,,1.6,,,,,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
CHEMBL484077,,,10.0,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2nc[nH]n2)n1
CHEMBL484078,,,109.0,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2ncccn2)n1
CHEMBL484340,,,10.0,,,,,,,,,,CC(Oc1ccc(CN2C[C@@H](C)OC2=O)cc1)C1CCCCC1
CHEMBL484341,,,6.75,,,,,,,,,,C[C@H](CC(=O)O)Nc1nccc(-c2c[nH]nc2-c2ccc(Cl)cc2)n1
CHEMBL484345,,,4.3,,,,,,,,,,NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12
CHEMBL484480,,,99.0,,,,,,,,,,CN(C)C(=O)c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c[nH]1
CHEMBL484690,,,49.0,,,,,,,,,,Cc1scnc1-c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c[nH]1
CHEMBL485,,,,,,,,4.0,,,,,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
CHEMBL485108,,,31.1,,,,,,,,,,CC(=O)c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c(-c2ccccc2)[nH]1
CHEMBL485328,,,15.35,,,,,,,,,,CC[C@H](C)CN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1cc2ccccc2o1
CHEMBL485818,,,0.84225,,,,,,,,,,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL486162,,,154.0,,,,,,,,,,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1
CHEMBL486698,,,19.8,,,,,,,,,,Cl.Nc1c2c(nc3cc(Cl)ccc13)CCCC2
CHEMBL486745,,,260.0,,,,,,,,,,COc1cccc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1F
CHEMBL487569,,,24.0,,,,,,,,,,COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1
CHEMBL488248,,,2.0,,,,,,,,,,Cn1c(-c2ccc(OCCCN3CCCC3)cc2)nc2ccccc2c1=O
CHEMBL488265,,,17.3,,,,,,,,,,COc1ccc(CNc2ncnc3c(CCO)c(OC)c(NC(C)=O)cc23)cc1Cl
CHEMBL488336,,,110.0,,,,,,,,,,CC(=O)c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c[nH]1
CHEMBL488545,,,139.0,,,,,,,,,,CC(=O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)s1
CHEMBL48880,,,,,,,,2.4,,,,,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12
CHEMBL488937,,,,,,,0.0498999999999999,,,,,,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O
CHEMBL489058,,,0.45,,,,,,,,,,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1
CHEMBL48966,,,,,,,0.16,,,,,,c1ccc2[nH]c(CCc3nc4ccccc4[nH]3)nc2c1
CHEMBL49,,,,38.9,89.99996143960522,,0.2238,,116.0,417.6,62.89156626506024,,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
CHEMBL490,,,,,,,0.1008999999999999,13.0,,,,,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
CHEMBL490121,,,72.75,,,,,,,,,,C[N+](C)=c1ccc2c(-c3ccccc3)c3cc4c5c(c3[se]c-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F
CHEMBL490462,,,103.0,,,,,,,,,,CC(=O)c1nc([C@@H](O)[C@H](O)[C@H](O)C(=O)N(C)C)c[nH]1
CHEMBL490657,,,99.0,,,,,,,,,,CC(=O)c1nc([C@@H](O)[C@@H](O)[C@H](O)CO)c[nH]1
CHEMBL490868,,,4.7,,,,,,,,,,O[C@@H](CN1c2cccc(-c3cccc(OC(F)(F)F)c3)c2CC[C@@H]1c1cccc(OC(F)(F)F)c1)C(F)(F)F
CHEMBL490909,,,175.75,,,,,,,,,,COc1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc(N(C)C)ccc23)cc1.F[P-](F)(F)(F)(F)F
CHEMBL491100,,,237.75,,,,,,,,,,COc1cccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc(N(C)C)ccc23)c1.[Br-]
CHEMBL491113,,,129.25,,,,,,,,,,COc1ccc(-c2c3ccc(=[N+](C)C)cc-3[se]c3cc(N(C)C)ccc23)cc1OC.F[P-](F)(F)(F)(F)F
CHEMBL491358,,,9.4,,,,,,,,,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3
CHEMBL491359,,,7.2,,,,,,,,,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3
CHEMBL491360,,,6.2,,,,,,,,,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3
CHEMBL491561,,,1.4,,,,,,,,,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3
CHEMBL491758,,,,,,,,,7.0,25.2,11.05263157894737,,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1
CHEMBL491928,,,72.25,,,,,,,,,,CN(C)c1ccc2c(-c3ccc(C(=O)O)s3)c3ccc(=[N+](C)C)cc-3[se]c2c1.F[P-](F)(F)(F)(F)F
CHEMBL491942,,,211.25,,,,,,,,,,COc1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc(N(C)C)ccc23)cc1OC.F[P-](F)(F)(F)(F)F
CHEMBL492112,,,,,,,,,21.0,75.6,26.619718309859152,,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1
CHEMBL492234,,,,150.0,89.9999900000011,,,,,,,,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1
CHEMBL49247,,,,,,,0.0262,,,,,,c1ccc2c(c1)CC(N1CCN(c3cccc4c3OCCO4)CC1)C2
