chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL376488,,,,14.13,89.99989384301269,,,,19.95,71.82,25.66833452466047,,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
CHEMBL376632,,,,,,,0.1898999999999999,,150.0,539.9999999999999,67.5,,Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1
CHEMBL376685,,,,,,,,3.0,,,,,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
CHEMBL377085,,,13.6,,,,,,,,,,Cc1cc(C)c2c(N)c(C(N)=O)sc2n1
CHEMBL377141,,,0.3,,,,,,,,,,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4cc(Cl)ccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+]
CHEMBL377441,,,0.2,,,,,,,,,,Cc1cc(C[C@H](NS(=O)(=O)c2cccc(Cl)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+]
CHEMBL377753,,,0.16,,,,,,,,,,COC(=O)N(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
CHEMBL377928,,,18.9,,,,,,,,,,NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)oc1N
CHEMBL377957,,,,92.755,89.99998365418351,,,,,,,,COc1ccc(C)c(Nc2ncc3ccn(-c4ccccn4)c3n2)c1
CHEMBL377989,,,0.4,,,,,,,,,,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+]
CHEMBL378293,,,4.5,,,,,,,,,,CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N1C[C@H](OCc2ccc3ccccc3c2)C[C@@H]1C(=O)NCCN=C(N)N
CHEMBL378379,,,18.5,,,,,,,,,,CNC(=O)c1ccc2c(c1)[C@@H](NC)CC[C@H]2c1ccc(Cl)c(Cl)c1
CHEMBL378614,,,0.1,,,,,,,,,,Cc1cc(C[C@H](NS(=O)(=O)c2ccc(Br)c(C(F)(F)F)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+]
CHEMBL378730,,,,,,,0.0056,,7.0,25.2,11.05263157894737,,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O
CHEMBL378997,,,,,,,0.0034,,,,,,COC(=O)N[C@@H](C)C#Cc1cnc(Oc2ccc(OC(C)C)cc2)s1
CHEMBL379036,,,3.84,,,,,,,,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCC4)cc3F)cc12
CHEMBL379082,,,,,,,,,12.0,43.2,17.419354838709676,,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1
CHEMBL379350,,,,150.0,89.9999900000011,,0.072,,120.23,432.828,63.56517652587675,,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1
CHEMBL379787,,,,150.0,89.9999900000011,,,,56.23,202.428,47.63908500423609,,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1
CHEMBL379828,,,,,,,0.0030999999999999,,4.0,14.4,6.666666666666665,,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O
CHEMBL379866,,,,3.0,89.99950000277776,,0.1864,,3.0,10.8,5.094339622641509,,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
CHEMBL380005,,,,,,,,,8.5,30.6,13.076923076923077,,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1
CHEMBL380192,,,,,,,0.0026999999999999,,,,,,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12
CHEMBL380364,,,41.0,,,,,,,,,,CN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL38043,,,,39.81,89.99996232104064,,,,,,,,COc1ccc(/C=C2\NC(=O)NC2=O)cc1
CHEMBL380430,,,4.86,,,,,,,,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@@H](N)C4)cc3F)cc12
CHEMBL380617,,,0.83,,,,,,,,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CNC4CCC4)cc3F)cc12
CHEMBL380732,,,,5.16,89.99970930326452,,0.0148999999999999,,62.0,223.2,49.82142857142856,,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CHEMBL380737,,,6.0,,,,,,,,,,C[C@@H]1CN([C@H](c2ccc(CC(=O)O)cc2)c2cccc(O)c2)[C@@H](C)CN1Cc1ccccc1
CHEMBL380749,,,11.0,,,,,,,,,,COc1cccc([C@@H](c2ccc3c(c2)CN(CCC(=O)O)CC3)N2C[C@@H](C)N(Cc3ccccc3)C[C@@H]2C)c1
CHEMBL380936,,,,,,,,,11.0,39.6,16.22950819672131,,Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1
CHEMBL380947,,,3.6,5.88,89.99974489868227,,,,31.0,111.6,34.44444444444444,,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CHEMBL381169,,,11.0,,,,,,,,,,COC(=O)N[C@H](C(=O)NN(Cc1cccc(-c2cccnc2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C
CHEMBL381584,,,0.1,,,,,,,,,,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+]
CHEMBL381660,,,30.0,,,,,,,,,,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cc2)sc2c1CCC(C)(C)C2
CHEMBL38182,,,,69.0,89.99997826087481,,0.0041999999999999,,23.0,82.80000000000001,28.356164383561644,,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12
CHEMBL381949,,,4.2,,,,,,,,,,CN(C)Cc1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1
CHEMBL382024,,,23.0,,,,,,,,,,C[C@@H]1CN([C@H](c2ccc(CCC(=O)O)cc2)c2cccc(O)c2)[C@@H](C)CN1Cc1ccccc1
CHEMBL382260,,,8.6,,,,,,,,,,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1
CHEMBL382435,,,,,,,,,6.5,23.4,10.353982300884956,,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1
CHEMBL382773,,,5.0,,,,,,,,,,Cc1ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)c1
CHEMBL382794,,,54.4,,,,,,,,,,CCN(C(=O)c1ccncc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL383235,,,,,,,0.0334999999999999,,,,,,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12
CHEMBL383322,,,,,,,,,3.0,10.8,5.094339622641509,,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
CHEMBL383478,,,69.1,,,,,,,,,,CCN(C(=O)C(C)C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL383663,,,7.7,,,,,,,,,,O=C(CCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL383669,,,,,,,,,150.0,539.9999999999999,67.5,,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL383696,,,,,,,,,7.0,25.2,11.05263157894737,,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL383706,,,12.5,,,,,,,,,,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21
CHEMBL38380,,,,150.0,89.9999900000011,,,,10.0,36.0,15.0,,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
CHEMBL384030,,,8.4,,,,,,,,,,CS(=O)(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1
CHEMBL384260,,,,,,,0.0209,,,,,,COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCO4)ncnc2c1
CHEMBL384467,,,,31.0,89.99995161292924,,0.2846999999999999,3.7,,,,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL384536,,,,,,,0.2445,,,,,,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21
CHEMBL384903,,,,,,,0.0012999999999999,,,,,,O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(C(F)(F)F)ccc1O
CHEMBL384962,,,,,,,,,23.0,82.80000000000001,28.356164383561644,,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O
CHEMBL385374,,,,,,,0.004,,,,,,CCCC[C@H](NC[C@@H]1Cc2cccc(c2)CCCCc2cc(cc(N(CCC)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C
CHEMBL385407,,,51.9,,,,,,,,,,CN(C)C(=O)CN1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21
CHEMBL386630,,,21.205714285714286,150.0,89.9999900000011,,,,,,,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
CHEMBL386717,,,6.25,,,,,,,,,,CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N2CCN(CCc4ccc(F)cc4)CC2=O)C3)CC1
CHEMBL387125,,,,,,,0.3599,,41.0,147.6,40.54945054945055,,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C
CHEMBL387574,,,21.2,,,,,,,,,,O=C(NCCO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
CHEMBL387675,,,,,,,,8.1,,,,,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
CHEMBL388039,,,173.5,,,,,,,,,,N#CCCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21
CHEMBL389338,,,233.0,,,,,,,,,,O=c1n(Cc2nc3ccccc3n2CCCC2(O)CC2)c2cnccc2n1C1CC1
CHEMBL389339,,,34.0,,,,,,,,,,CCS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21
CHEMBL389621,,,3.58,,,,,1.6,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL389792,,,,5.96,89.99974041888996,,0.1289,,,,,,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CHEMBL389847,,,,,,,,1.7,,,,,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12
CHEMBL390034,,,182.0,,,,,,,,,,CC(C)(O)CCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21
CHEMBL390036,,,12.0,,,,,,,,,,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)C(c1ccccc1)C1CCCCC1
CHEMBL390191,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1
CHEMBL390633,,,96.0,,,,,,,,,,O=c1n(Cc2nc3ccccc3n2CCCCCO)c2cnccc2n1C1CC1
CHEMBL390674,,,,,,,,,3.0,10.8,5.094339622641509,,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
CHEMBL391056,,,3.7,,,,,,,,,,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3F)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1
CHEMBL391070,,,3.4,,,,,,,,,,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2
CHEMBL391379,,,,54.95,89.99997270246506,,,,,,,,Clc1ccc(COc2ccc(Br)cc2CN2CCOCC2)cc1
CHEMBL391420,,,10000000.0,,,,,,,,,,CC(C(=O)NCc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21
CHEMBL391463,,,2.1,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2
CHEMBL391529,,,63.0,,,,,,,,,,CC(C)S(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21
CHEMBL391565,,,,,,,0.2895,,,,,,COc1ccc(NC(=O)c2ccnc(N)n2)cc1
CHEMBL391738,,,6.8,,,,,,,,,,COc1cc(Nc2c(C#N)cnc3cc(C#CCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
CHEMBL391785,,,48.0,,,,,,,,,,CCCCCCc1ccc(NC(=O)CCC(=O)O)cc1
CHEMBL391816,,,0.9,,,,,,,,,,O=C1CC(c2ccc(C[C@H](Nc3nc4ccc(F)cc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1
CHEMBL391994,,,35.0,,,,,,,,,,CN1CC(=O)NCC(=O)NCC(=O)NCC(=O)N([C@@H](Cc2ccccc2)C(N)=O)CCNC(=O)CCN[C@@H](Cc2ccccc2)C1=O
CHEMBL392233,,,7.199999999999999,,,,,,,,,,Cn1cncc1CN1CC(N(Cc2cccc(-n3cccc3)c2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL392235,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)c3cccs3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL392236,,,1.0,,,,,,,,,,CC(C)OC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1
CHEMBL392237,,,7.5,,,,,,,,,,CC(C)COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1
CHEMBL392297,,,15.0,,,,,,,,,,CCS(=O)(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1
CHEMBL392312,,,1.5,,,,,,,,,,Cc1cc(Cc2ccc(C(=O)N[C@@H]3CN(CC(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
CHEMBL392396,,,3.54,,,,,,,,,,O=C1CN(c2c(Cl)sc(-c3ccccc3)c2Cl)S(=O)(=O)N1
CHEMBL392559,,,,,,,0.0968000000000001,,13.0,46.8,18.57142857142857,,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl
CHEMBL392642,,,1.75,,,,,,,,,,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1
CHEMBL392760,,,13.6,,,,,,,,,,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12
CHEMBL392934,,,38.5,,,,,,,,,,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccnn1CCc1ccncc1
CHEMBL392935,,,58.2,,,,,,,,,,CCc1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1
CHEMBL393109,,,13.0,,,,,,,,,,CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21
CHEMBL393218,,,10.0,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2
CHEMBL393307,,,188.0,,,,,,,,,,N#CCCCn1c(Cn2c(=O)n(C(F)F)c3ccncc32)nc2ccccc21
CHEMBL393326,,,12.05,,,,,,,,,,Cn1cnc(S(=O)(=O)N(Cc2ccccn2)C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)c1
CHEMBL393363,,,8.8,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(C(F)(F)F)c1)O2
CHEMBL393371,,,0.5,,,,,,,,,,C=C(C)C(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1
CHEMBL393384,,,,,,,,,28.0,100.8,32.30769230769231,,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl
CHEMBL393436,,,4.33,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1F
CHEMBL393576,,,6.7,,,,,,,,,,CC(C)C[C@H](NCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1
CHEMBL393582,,,40.0,,,,,,,,,,CN[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL393717,,,,,,,0.0268,,11.0,39.6,16.22950819672131,,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl
CHEMBL393718,,,1.64,,,,,,,,,,CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC
CHEMBL393754,,,,,,,0.3087999999999999,,,,,,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C(=O)N2CC3CNCC(C2)O3)ccc1Cl
CHEMBL393970,,,0.6,,,,,,,,,,CCNC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1
CHEMBL394016,,,2.4,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C(F)(F)F)O2
CHEMBL394061,,,98.0,,,,,,,,,,CCCCCCc1ccc(NC(=O)C=C(C)C)cc1
CHEMBL394085,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)C(C)(C)C)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL394086,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)CC(C)(C)C)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL394129,,,15.0,,,,,,,,,,CC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1
CHEMBL394147,,,37.55,,,,,,,,,,Cc1noc(C)c1CN(C1Cc2cc(C#N)ccc2N(Cc2cncn2C)C1)S(=O)(=O)c1ccccn1
CHEMBL394382,,,1.3,,,,,,,,,,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Br)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1
CHEMBL394407,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)c3ccccc3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL394696,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)c3ccco3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL394786,,,2.3,,,,,,,,,,CC(=O)N1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1
CHEMBL394859,,,,6.0,89.99975000069445,,,,,,,,O=C([C@@H]1CCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1
CHEMBL395001,,,197.0,,,,,,,,,,N#CCCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)nc2ccccc21
CHEMBL395034,,,38.0,,,,,,,,,,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CC[C@H](N)C(F)F)c1ccccc1
CHEMBL395217,,,0.6,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)N3CCCC3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL395231,,,0.0,,,,,,,,,,Cn1cc(C(=O)NCCO)c(Nc2ccc(I)cc2F)cc1=O
CHEMBL395233,,,8.5,,,,,,,,,,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)C(c1ccccc1)c1ccccc1
CHEMBL395332,,,4.0,,,,,,,,,,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1
CHEMBL395340,,,,,,,0.004,,42.0,151.2,41.086956521739125,,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC(C)C)sc12
CHEMBL395386,,,0.5,,,,,,,,,,N#Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O
CHEMBL395573,,,5.0,,,,,,,,,,N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL395602,,,1190.0,,,,,,,,,,CCCCCCc1ccc(C(=O)CCBr)cc1
CHEMBL396043,,,,,,,0.0121999999999999,,66.0,237.6,51.206896551724135,,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12
CHEMBL396086,,,1957.0,,,,,,,,,,CCCCCCc1ccc(C(=O)CCN(CCCC)CCCC)cc1
CHEMBL396089,,,7.0,,,,,,,,,,C/C=C/C(=O)c1ccc(CCCCCCC)cc1
CHEMBL396162,,,0.019,,,,,,,,,,COC(=O)N(C)COC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1
CHEMBL396264,,,210.0,,,,,,,,,,COc1ccc(CNC(=O)c2ccc(C3c4nc[nH]c4CCN3Cc3cccc(Cl)c3)cc2)cc1
CHEMBL396437,,,0.0,,,,,,,,,,CCCCCCCc1ccc(C(=O)C=C(C)C)cc1
CHEMBL396440,,,35.0,,,,,,,,,,CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL396548,,,0.0,,,,,,,,,,NC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
CHEMBL396583,,,0.8,,,,,,,,,,O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4cc(Cl)ccc4[nH]3)cc2)S(=O)(=O)N1
CHEMBL396584,,,0.4,,,,,,,,,,N#Cc1ccc2[nH]c([C@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)Nc3nc4ccccc4s3)nc2c1
CHEMBL396873,,,254.0,,,,,,,,,,CCCCCCc1ccc(C(=O)CCNCCC)cc1
CHEMBL397229,,,,10.72,89.99986007484442,,,,,,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)O)cc2)cc1
CHEMBL397230,,,,14.79,89.99989858023599,,,,,,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc([S+](C)[O-])cc2)cc1
CHEMBL397237,,,8.075,12.375,89.99985747973648,,0.0195999999999999,,,,,,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
CHEMBL397323,,,41.7,,,,,,,,,,O=C(Nc1ccc(Cl)cc1)c1ccnn1CCc1ccncc1
CHEMBL397647,,,,,,,0.1795,,,,,,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1
CHEMBL397983,,,,20.0,89.9999250000625,,0.0476999999999999,,,,,,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1
CHEMBL398020,,,0.4,,,,,,,,,,N#Cc1ccc2nc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)sc2c1
CHEMBL398057,,,0.6,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)Nc3ccc(Br)cc3)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL398106,,,833.0,,,,,,,,,,C=CC(=O)Nc1ccc(CCCCCC)cc1
CHEMBL398107,,,432.0,,,,,,,,,,C/C=C/C(=O)Nc1ccc(CCCCCC)cc1
CHEMBL398126,,,14.9,,,,,,,,,,O=C(O)COc1ccc(Cl)cc1C1CCCCCC1
CHEMBL398149,,,,,,,0.1073,,,,,,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(C#N)c3n2)c1
CHEMBL398295,,,,,,,,,3.0,10.8,5.094339622641509,,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1
CHEMBL398338,,,,20.42,89.99992654266525,,0.0021999999999999,,8.32,29.952,12.839506172839508,,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12
CHEMBL398387,,,5.4,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C1(CC1)O2
CHEMBL398584,,,1.4,,,,,,,,,,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2
