chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL436817,,,5.0,,,,,,,,,,N#Cc1cnc2c(Cl)cc(NCc3cnc[nH]3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL436826,,,,43.36,89.99996540591735,,0.0047000000000000375,,17.03,61.308,22.865880948828885,,
CHEMBL436839,,,26.2,,,,,,,,,,Cc1nc2cc(C(C)C)c(-c3ccc(Cl)c(OCC4CC4)c3)cc2c(=O)[nH]1
CHEMBL437371,,,1.0,,,,,,,,,,COc1cccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc12
CHEMBL437526,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL437555,,,25.0,,,,,,,,,,CCOC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1
CHEMBL437565,,,0.5,,,,,,,,,,Cn1cncc1CN1CC(N(CC2CCN(C(=O)CNC(=O)OC(C)(C)C)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21
CHEMBL437765,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL437897,,,30.0,,,,,,,,,,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C#N)cc2)sc2c1CCC(C)(C)C2
CHEMBL437987,,,3.0,,,,,,,,,,Cc1cc(-n2cc(NC(N)=O)c(C(N)=O)n2)ccc1-c1ccc(O)cc1
CHEMBL438921,,,64.1,,,,,,,,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)C2CCC(CN3C(=O)CC(SC[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C3=O)CC2)[C@H](O)[C@H](C)O1
CHEMBL439,,,1.2,,,,,7.0,,,,,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
CHEMBL439871,,,,,,,0.06900000000000006,,,,,,
CHEMBL440229,,,60.0,,,,,,,,,,O=C1N/C(=C\c2ccc(CN3CCCC3)cc2)C(=O)N1c1ccc(Oc2ccccc2)cc1
CHEMBL440391,,,30.0,,,,,,,,,,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccn2)sc2c1CCC(C)(C)C2
CHEMBL440405,,,,14.3,89.99989510501736,,0.013000000000000012,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL440498,,,,,,,0.020000000000000018,,,,,,
CHEMBL440519,,,8e-07,,,,,,,,,,CC(c1cccnc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O.CS(=O)(=O)O
CHEMBL440955,,,0.7,,,,,,,,,,O=C1C[C@@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1
CHEMBL441,,,,,,,,2.0,,,,,
CHEMBL441550,,,,,,,,,6.0,21.599999999999998,9.642857142857142,,
CHEMBL441809,,,,,,,,1.5,,,,,
CHEMBL442,,,,,,,,2.1,,,,,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
CHEMBL442078,,,168.0,,,,,,,,,,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12
CHEMBL442235,,,24.8,,,,,,,,,,Cn1cc(C(N)=O)c(Nc2ccc(I)cc2F)cc1=O
CHEMBL443,,,,3.0,89.99950000277776,,,9.8,3.0,10.799999999999999,5.094339622641509,,
CHEMBL44354,,,0.2,,,,,1.8,,,,,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
CHEMBL443684,,,,9.77,89.99984646904389,,,,,,,,
CHEMBL444633,,,,,,,,37.0,,,,,
CHEMBL444684,,,41.0,,,,,,,,,,CC(O)c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c[nH]1
CHEMBL444763,,,1.7,,,,,,,,,,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL444884,,,,,,,,,31.0,111.60000000000001,34.44444444444444,,
CHEMBL444929,,,,,,,,9.5,,,,,
CHEMBL444981,,,200.0,,,,,,,,,,CCc1c(C)nc2sc3c(N)ncnc3c2c1C
CHEMBL445,,,,144.0,89.99998958333454,,0.13150000000000006,30.0,3.0,10.799999999999999,5.094339622641509,,CNCCC=C1c2ccccc2CCc2ccccc21
CHEMBL445391,,,0.82,,,,,,,,,,Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)cc1
CHEMBL445493,,,7.23,,,,,,,,,,CCCCc1ccc(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)nc1
CHEMBL445663,,,6.48,,,,,,,,,,CCCC1(C(=O)O)CCc2c1[nH]c1c(Cl)ccc(Cl)c21
CHEMBL445706,,,690.5,,,,,,,,,,CC(C)[C@H](N)C(=O)O[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2cccnc2)C[C@H]1C(=O)NC(C)(C)C.O=C(O)C(F)(F)F
CHEMBL446004,,,0.0,,,,,,,,,,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL446257,,,93.7,,,,,,,,,,CC(=O)c1nc([C@@H](O)[C@H](O)[C@H](O)CO)c(C)[nH]1
CHEMBL44657,,,,,,,,5.7,,,,,
CHEMBL446708,,,169.0,,,,,,,,,,CC(C)n1c(=O)n(Cc2nc3ccccc3n2CCCC#N)c2cnccc21
CHEMBL446765,,,1.1,,,,,,,,,,CC(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O)c1ccccc1
CHEMBL446978,,,0.05,,,,,,,,,,CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6[nH]c(=O)c(=O)n(Cc7cccnc7)c6c5)CC4)cccc3[nH]2)cc1
CHEMBL447183,,,,,,,0.1341,,,,,,
CHEMBL447452,,,1.1,,,,,,,,,,CC(=O)N(C)CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL447619,,,1.0499999999999998,,,,,,,,,,CN(C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)Cc1ccc(O)c(O)c1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL447664,,,11.0,,,,,,,,,,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N
CHEMBL447877,,,626.0,,,,,,,,,,CC(C)[C@H](N)C(=O)NCCCCCC(=O)O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1OC(=O)CCCCCNC(=O)[C@@H](N)C(C)C)CN1CCN(Cc2cccnc2)C[C@H]1C(=O)NC(C)(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL44793,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL447983,,,,,,,0.1795,,,,,,
CHEMBL448,,,,,,,,22.0,,,,,
CHEMBL448262,,,4.85,,,,,,,,,,CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL448686,,,0.5,,,,,,,,,,CN(C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](N)Cc1ccc(O)c(O)c1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL44884,,,,,,,,3.1,,,,,
CHEMBL449015,,,34.0,,,,,,,,,,CSc1ccc(Sc2ccc(NS(C)(=O)=O)cc2CN(C)C)cc1
CHEMBL449354,,,0.0,,,,,,,,,,CCCCCCCc1ccc(C(=O)/C=C/c2ccccc2)cc1
CHEMBL449375,,,1.7,,,,,,,,,,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL449600,,,200.0,,,,,,,,,,Cc1nc2sc3c(N)ncnc3c2c(C)c1C
CHEMBL449668,,,0.0,,,,,,,,,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL449911,,,3.15,,,,,,,,,,CC(=O)N[C@@H](CCc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL450061,,,27.0,,,,,,,,,,CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N
CHEMBL450449,,,,,,,,44.0,,,,,
CHEMBL450470,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,
CHEMBL450642,,,13.3,,,,,,,,,,C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCCCC4)s3)c3cc4c5c(c3sc-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F
CHEMBL450848,,,131.0,,,,,,,,,,CC(=O)c1nc([C@H](O)[C@@H](O)[C@@H](O)CO)c[nH]1
CHEMBL451,,,,3.89,89.999614397539,,0.02290000000000003,8.3,5.75,20.700000000000003,9.282511210762333,,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
CHEMBL451165,,,29.5,,,,,,,,,,CNCc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1
CHEMBL451533,,,2.35,,,,,,,,,,CC(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL451653,,,79.3,,,,,,,,,,CCc1[nH]c(C(C)=O)nc1[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL451917,,,1.85,,,,,,,,,,CC(=O)N[C@@H](Cc1cccnc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL452,,,,3.72,89.9995967760001,,,38.0,,,,,
CHEMBL452021,,,,,,,,,9.0,32.400000000000006,13.728813559322036,,
CHEMBL452231,,,,,,,,16.0,,,,,
CHEMBL452273,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL452529,,,,,,,,,6.0,21.599999999999998,9.642857142857142,,
CHEMBL452624,,,3.15,,,,,,,,,,CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL452664,,,,,,,0.10299999999999998,,,,,,
CHEMBL452861,,,,,,,0.13950000000000007,,,,,,
CHEMBL453,,,,3.0,89.99950000277776,,0.08719999999999994,7.4,3.0,10.799999999999999,5.094339622641509,,
CHEMBL453222,,,,,,,,,20.0,72.0,25.714285714285715,,
CHEMBL453734,,,4.75,,,,,,,,,,CCC[C@H]1C(=O)N([C@@H](Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)C(C)(C)N
CHEMBL453779,,,4.05,,,,,,,,,,CC(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL454616,,,,37.72,89.99973964799534,,,,,,,,
CHEMBL455780,,,2.0999999999999996,,,,,,,,,,CN[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)O
CHEMBL455920,,,,,,,0.11180000000000012,,,,,,
CHEMBL456,,,,,,,,0.5,,,,,
CHEMBL456145,,,,,,,0.10089999999999999,,,,,,
CHEMBL456161,,,9.65,,,,,,,,,,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL456237,,,,,,,0.0006000000000000449,,,,,,
CHEMBL456324,,,,,,,0.03579999999999994,,,,,,
CHEMBL456390,,,,,,,0.03579999999999994,,,,,,
CHEMBL457,,,,108.035,89.99998364840663,,0.0023000000000000798,,29.51,106.236,33.403345491133194,,
CHEMBL457023,,,5.783333333333334,,,,,,,,,,Cc1cc(C)c(-c2cc(-c3ccc(N(C)C)cc3)[te+]c(-c3ccc(N(C)C)cc3)c2)c(C)c1.F[P-](F)(F)(F)(F)F
CHEMBL457061,,,154.25,,,,,,,,,,CCN(CC)C(=O)c1ccc(-c2c3ccc(=[N+](C)C)cc-3[se]c3cc(N(C)C)ccc23)s1.F[P-](F)(F)(F)(F)F
CHEMBL457313,,,200.0,,,,,,,,,,Nc1ncnc2c1sc1ncccc12
CHEMBL457314,,,200.0,,,,,,,,,,CNc1ncnc2c1sc1nc(C)cc(C)c12
CHEMBL457393,,,,,,,0.08010000000000006,,,,,,
CHEMBL457547,,,,,,,,16.0,,,,,
CHEMBL457608,,,,,,,0.03579999999999994,,,,,,
CHEMBL45816,,,,,,,,13.0,,,,,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
CHEMBL458224,,,70.0,,,,,,,,,,COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1
CHEMBL458287,,,,,,,0.009000000000000008,,,,,,
CHEMBL458358,,,27.0,,,,,,,,,,CN[C@@H](C)C(=O)Nc1ccc(Oc2ccc(OC)cc2)c(C(=O)NCc2csc(-c3cccs3)n2)c1
CHEMBL458568,,,4.625,,,,,,,,,,O=S(=O)(Nc1cc(F)c(O)c(F)c1)c1ccccc1
CHEMBL458997,,,,16.22,89.99990752167332,,,,,,,,
CHEMBL459,,,,,,,,5.9,,,,,
CHEMBL459059,,,200.0,,,,,,,,,,Cc1cc(C)c2c(n1)sc1c(Nc3ccccc3)ncnc12
CHEMBL459215,,,0.1,,,,,,,,,,CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6[nH]c(=O)c(=O)[nH]c6c5)CC4)cccc3[nH]2)cc1
CHEMBL459353,,,,8.0,89.99981250039062,,,,12.0,43.199999999999996,17.419354838709676,,
CHEMBL459554,,,1.4,,,,,,,,,,CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)O
CHEMBL459675,,,,,,,0.0034999999999999476,,,,,,
CHEMBL46,,,,3.0,89.99950000277776,,,3.4,6.46,23.256,10.297555791710945,,
CHEMBL460085,,,26.0,,,,,,,,,,CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(C)nc2c(=O)[nH]1
CHEMBL460102,,,,,,,0.25749999999999995,,,,,,
CHEMBL460394,,,37.083333333333336,,,,,,,,,,CN(C)c1ccc(-c2cc(-c3ccccc3)[se+]c(-c3ccc(N)cc3)c2)cc1.F[P-](F)(F)(F)(F)F
CHEMBL460395,,,18.566666666666666,,,,,,,,,,CN(C)c1ccc(-c2cc(-c3ccc(N)cc3)[se+]c(-c3ccc(N)cc3)c2)cc1.F[P-](F)(F)(F)(F)F
CHEMBL460472,,,29.5,,,,,,,,,,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL460522,,,26.150000000000002,,,,,,,,,,Cn1cnc(S(=O)(=O)N(Cc2cccc(-n3cccc3)c2)C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)c1
CHEMBL461220,,,3.0,,,,,,,,,,NC(=O)[C@@]1(Cc2ccc(OCc3cc(-c4ccccc4)nc4ccccc34)c(F)c2)C[C@@H]1C(=O)NO
CHEMBL461384,,,,,,,0.009899999999999909,,,,,,
CHEMBL461572,,,,,,,0.0020000000000000018,,,,,,
CHEMBL461573,,,,,,,0.0040000000000000036,,,,,,
CHEMBL461574,,,,,,,0.011900000000000022,,,,,,
CHEMBL461674,,,48.61666666666667,,,,,,,,,,CN(C)c1ccc(-c2cc(-c3ccccc3)[s+]c(-c3ccc(N)cc3)c2)cc1.F[P-](F)(F)(F)(F)F
CHEMBL461950,,,,,,,0.017099999999999893,,,,,,
CHEMBL462044,,,6.5,,,,,,,,,,C=CC[C@H]1C(=O)N([C@@H](Cc2ccc3ccccc3c2)C(=O)NC)CCN1C(=O)[C@H](N)Cc1ccc(F)cc1
CHEMBL462132,,,,,,,0.0040000000000000036,,,,,,
CHEMBL462133,,,,,,,0.0020000000000000018,,,,,,
CHEMBL462360,,,66.0,,,,,,,,,,CC1(CC(=O)NCCNc2ccnc3cc(Cl)ccc23)CC2(CCCCC2)OO1
CHEMBL462522,,,33.666666666666664,,,,,,,,,,CN(C)c1ccc(-c2cc(-c3ccc(N)cc3)[s+]c(-c3ccc(N(C)C)cc3)c2)cc1.F[P-](F)(F)(F)(F)F
CHEMBL463117,,,200.0,,,,,,,,,,Cc1c2c(nc3sc4c(N)ncnc4c13)CCC2
CHEMBL463118,,,200.0,,,,,,,,,,Cc1c2c(nc3sc4c(N)ncnc4c13)CCCC2
CHEMBL463119,,,200.0,,,,,,,,,,C=CCc1c(C)nc2sc3c(N)ncnc3c2c1C
CHEMBL463318,,,200.0,,,,,,,,,,Cc1nc2sc3c(N)ncnc3c2c(C)c1Cc1ccccc1
CHEMBL463981,,,,,,,0.09089999999999998,,,,,,
CHEMBL464037,,,4.2,,,,,,,,,,Cc1ccc(C)c(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1
CHEMBL464038,,,3.7,,,,,,,,,,Cc1ccc(CNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1C
CHEMBL464081,,,,141.0,89.99998936170338,,0.009199999999999986,,51.0,183.6,45.445544554455445,,
CHEMBL464178,,,0.0,,,,,,,,,,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL464235,,,0.9,,,,,,,,,,C[C@H](NC(=O)C(=O)Nc1c(F)cccc1F)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL464254,,,3.9,,,,,,,,,,C[C@H](NC(=O)C(=O)NCCC1CCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL464259,,,0.3,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL464552,,,,21.88,89.99993144429354,,,,,,,,
CHEMBL465,,,,,,,,33.0,,,,,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
CHEMBL465026,,,,,,,,5.0,,,,,
CHEMBL465092,,,2.7,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1ccc(Cl)cc1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465108,,,1.7,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1ccc(Cl)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465161,,,,,,,,3.8,,,,,
CHEMBL465305,,,,,,,,,150.0,539.9999999999999,67.5,,
CHEMBL465449,,,4.6,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1c(Cl)cccc1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465450,,,2.6,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465473,,,3.7,,,,,,,,,,C[C@H](NC(=O)C(=O)NCC1(c2ccccc2)CC1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465933,,,3.1,,,,,,,,,,C[C@H](NC(=O)C(=O)NCc1cccc(Cl)c1Cl)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL465957,,,4.5,,,,,,,,,,O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1ccc(N2CCC(C(=O)O)C2)nc1
CHEMBL466318,,,0.0,,,,,,,,,,CC(C)c1onc(-c2ccc(S(C)(=O)=O)cc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL466323,,,0.19,,,,,,,,,,Cc1cc(OCc2c(-c3c(Cl)cncc3Cl)noc2C(C)C)ccc1-c1ccc2c(C(=O)O)cn(C)c2c1
CHEMBL466408,,,4.3,,,,,,,,,,Cc1ccc(C)c(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1
CHEMBL466523,,,587.0,,,,,,,,,,Cc1cc(OCc2c(-c3c(Cl)c[n+]([O-])cc3Cl)noc2C(C)C)ccc1-c1ccc2c(C(=O)O)cn(C)c2c1
CHEMBL466547,,,15.0,,,,,,,,,,CC(C)c1nc(N(C)c2nnnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+]
CHEMBL466658,,,15.0,,,,,,,,,,C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)NCc2ccccc2)c1
CHEMBL466887,,,0.7,,,,,,,,,,COc1ccc(Cl)c(-c2noc(C(C)C)c2COc2ccc(-c3ccc4c(C(=O)O)cn(C)c4c3)c(C)c2)n1
CHEMBL467,,,,,,,,3.4,,,,,
CHEMBL467069,,,0.28,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCN3CCN(C)CC3)cc2)ccc2[nH]ccc12
CHEMBL467114,,,350.45,,,,,,,,,,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1.[Na+]
CHEMBL46740,,,,26.63,89.99993667915257,,,,38.02,136.87199999999999,38.875255623721884,,
CHEMBL467840,,,2.85,,,,,,,,,,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O
CHEMBL467916,,,37.5,,,,,,,,,,N#Cc1ccccc1C1Cc2nccn2C1
CHEMBL468,,,,,,,,4.7,,,,,
CHEMBL468297,,,,,,,0.04569999999999996,,,,,,
CHEMBL468927,,,267.0,,,,,,,,,,C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2-c2nnc(-c3cccc4ncsc34)o2)c1
CHEMBL469,,,,,,,,5.1,,,,,
CHEMBL469115,,,6.2,,,,,,,,,,Cc1ccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)cc1C
CHEMBL469135,,,0.09,,,,,,,,,,CC(C)c1onc(-c2c(Cl)cncc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL469727,,,,34.5,89.99995652176014,,,,76.0,273.59999999999997,54.285714285714285,,
CHEMBL469728,,,,59.0,89.99997457627836,,,,145.0,522.0,66.92307692307692,,
CHEMBL470591,,,,,,,0.0050000000000000044,,,,,,
CHEMBL47072,,,,,,,,2.3,,,,,
CHEMBL471,,,,,,,,6.3,,,,,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
CHEMBL471412,,,,150.0,89.9999900000011,,0.0032999999999999696,,150.0,539.9999999999999,67.5,,
CHEMBL472,,,,14.45,89.99989619389136,,0.0012000000000000899,2.2,22.0,79.19999999999999,27.499999999999996,,
CHEMBL472363,,,,,,,0.007199999999999984,,,,,,
CHEMBL472455,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,
CHEMBL472524,,,,,,,0.017900000000000027,,,,,,
CHEMBL472658,,,,150.0,89.9999900000011,,,,,,,,
CHEMBL472828,,,1.6,,,,,,,,,,Cc1ccccc1CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F
CHEMBL47298,,,,,,,0.5173,,,,,,
CHEMBL473,,,,8.93,89.9997828398318,,0.3390000000000001,8.1,,,,,
CHEMBL473032,,,1.7,,,,,,,,,,Cc1cccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c1
CHEMBL473033,,,7.4,,,,,,,,,,Cc1ccc(CCNC(=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F)c(C)c1
CHEMBL473384,,,22.0,,,,,,,,,,CC1(C)Oc2ncnc(N)c2N=C1c1ccc(C23CCC(CC(=O)O)(CC2)CC3)cc1
CHEMBL473622,,,,,,,0.02510000000000001,,,,,,
